invoice_number,invoice_date,vendor_id,vendor_name_on_invoice,po_number,sku,uom,qty,rate,taxable_value,gst_rate_pct,gst_amount,invoice_total,status,raw_qty_mismatch,raw_rate_mismatch,raw_uom_mismatch,raw_vendor_mismatch,raw_missing_po,raw_gst_error
INV-SVB-0101,2025-11-18,V-1029,Sri Venkatesh Bearings,PO/2026/1501,BV-128,Nos,83,1710.69,141987.27,18,25557.71,167544.98,CLEAN,False,False,False,False,False,False
NP00069,2025-10-24,V-1019,National Packaging,PO/2026/1579,FT-1449,Nos,5,88135.8,440679.0,18,123390.12,564069.12,GST_ERROR,False,False,False,False,False,True
TRP/2026/184,2025-06-06,V-1033,Trimurti Rubber Products Pvt Ltd,PO/2026/1433,CP-117,Nos,15,49745.61,746184.15,18,134313.15,880497.3,CLEAN,False,False,False,False,False,False
JB&00289,2025-05-03,V-1015,Jyoti Bearings & Co,PO/2026/1627,BV-106,Nos,120,13830.95,1659714.0,18,298748.52,1958462.52,CLEAN,False,False,False,False,False,False
GS&00224,2025-11-14,V-1028,Ganesh Seals & Gaskets,PO/2026/1487,GV-129,Nos,35,8771.36,306997.6,18,42659.93,349657.53,GST_ERROR,False,False,False,False,False,True
SH/2026/054,2025-12-02,V-1027,Shakti Hydraulics,PO/2026/1489,SP-109,Box(10),15,40081.9,601228.5,18,108221.13,709449.63,UOM_MISMATCH,True,True,True,False,False,False
GEP00204,2025-07-28,V-1020,Ganesh Electricals Pvt Ltd,PO/2026/1451,GV-124,Nos,124,16323.31,2024090.44,18,364336.28,2388426.72,DUPLICATE_INVOICE,False,False,False,False,False,False
OP/2026/278,2025-10-05,V-1001,Om Polymers,PO/2026/1435,CP-158,Nos,17,42773.27,727145.59,18,130886.21,858031.8,CLEAN,False,False,False,False,False,False
NP00062,2025-08-23,V-1035,Nirmal Packaging,PO/2026/1615,SM-114,Nos,2,55410.87,110821.74,18,19947.91,130769.65,CLEAN,False,False,False,False,False,False
JEW/2026/155,2025-05-09,V-1023,Jyoti Engineering Works,PO/2026/1415,SP-118,Box(10),2,4578.9,9157.8,18,1648.4,10806.2,UOM_MISMATCH,True,True,True,False,False,False
INV-SRP-0279,2025-05-26,FTV-1049,Sunrise Rubber Products Pvt Ltd,PO/2026/1496,SM-106,Nos,12,105085.8,1261029.6,18,226985.33,1488014.93,CLEAN,False,False,False,False,False,False
INV-SEW-0166,2026-04-09,V-1032,Shakti Engineering Works,PO/2026/1634,GV-123,Nos,113,5064.51,572289.63,18,103012.13,675301.76,CLEAN,False,False,False,False,False,False
MEW/2026/188,2025-12-05,V-1024,Mahalaxmi Engineering Works,PO/2026/1567,SM-103,Nos,4,66690.46,266761.84,18,74693.32,341455.16,GST_ERROR,False,False,False,False,False,True
NP/2026/064,2026-06-11,V-1019,National Packaging,PO/2026/1410,GV-136,Nos,38,1692.72,64323.36,18,11578.2,75901.56,QTY_MISMATCH,True,False,False,False,False,False
AT/2026/122,2025-07-24,V-1042,Apex Tools,PO/2026/1638,FT-1435,Nos,5,14311.28,71556.4,18,12880.15,84436.55,CLEAN,False,False,False,False,False,False
SB&/2026/080,2026-07-24,V-1011,Sharma Bearings & Co,PO/2026/9061,CP-163,Nos,16,76691.08,1227057.28,18,220870.31,1447927.59,MISSING_PO,False,False,False,False,True,False
DPP00232,2026-04-03,FTV-1050,Deccan Polymers Pvt Ltd,PO/2026/1580,SP-105,Nos,50,7766.39,388319.5,18,69897.51,458217.01,CLEAN,False,False,False,False,False,False
TRP00189,2026-08-23,V-1033,Trimurti Rubber Products Pvt Ltd,PO/2026/1412,SP-115,Box(10),15,2800.4,42006.0,18,7561.08,49567.08,UOM_MISMATCH,True,True,True,False,False,False
SST00138,2025-06-18,V-1041,Sunrise Steel Traders & Co,PO/2026/1561,CP-162,Nos,13,98058.06,1274754.78,18,195292.66,1470047.44,GST_ERROR,False,False,False,False,False,True
SH00058,2025-09-28,V-1022,Sharma Hydraulics,PO/2026/1409,SP-117,Nos,30,6680.08,200402.4,18,36072.43,236474.83,CLEAN,False,False,False,False,False,False
INV-SH-0062,2026-07-03,V-1022,Sharma Hydraulics,PO/2026/1511,CP-111,Nos,9,12769.2,114922.8,18,20686.1,135608.9,CLEAN,False,False,False,False,False,False
OC00164,2026-07-13,V-1021,Om Castings,PO/2026/1462,SM-127,Nos,14,59183.44,828568.16,18,125996.2,954564.36,GST_ERROR,False,False,False,False,False,True
SVB/2026/102,2026-01-25,V-1029,Sri Venkatesh Bearings,PO/2026/1437,GV-135,Nos,129,14451.43,1864234.47,18,263070.37,2127304.84,GST_ERROR,False,False,False,False,False,True
JB&/2026/291,2026-03-13,V-1015,Jyoti Bearings & Co,PO/2026/1555,CP-111,Nos,16,11306.67,180906.72,18,32563.21,213469.93,CLEAN,False,False,False,False,False,False
HP00211,2025-09-29,V-1037,Hindustan Polymers,PO/2026/1577,BV-128,Nos,50,1914.79,95739.5,18,17233.11,112972.61,CLEAN,False,False,False,False,False,False
PST/2026/117,2025-08-04,V-1016,Pioneer Steel Traders Pvt Ltd,PO/2026/1551,BV-124,Nos,40,14215.1,568604.0,18,102348.72,670952.72,CLEAN,False,False,False,False,False,False
NEW00051,2026-07-07,V-1007,National Engineering Works Pvt Ltd,PO/2026/1616,CP-160,Nos,5,52007.84,260039.2,18,46807.06,306846.26,RATE_MISMATCH,False,True,False,False,False,False
HP00209,2025-12-08,V-1037,Hindustan Polymers,PO/2026/1450,CP-162,Nos,16,89993.83,1439901.28,18,259182.23,1699083.51,CLEAN,False,False,False,False,False,False
MRP00233,2025-08-10,V-1004,Mahalaxmi Rubber Products Pvt Ltd,PO/2026/1500,BV-128,Nos,28,1950.59,54616.52,18,9830.97,64447.49,CLEAN,False,False,False,False,False,False
INV-SVS-0267,2025-10-26,V-1010,Sri Venkatesh Seals & Gaskets,PO/2026/1518,SP-128,Nos,100,1653.75,165375.0,18,29767.5,195142.5,CLEAN,False,False,False,False,False,False
RTP/2026/188,2026-07-03,FTV-1048,Reliable Tools Pvt Ltd,PO/2026/1448,SP-117,Nos,10,7049.23,70492.3,18,12688.61,83180.91,CLEAN,False,False,False,False,False,False
INV-AT-0121,2026-04-17,V-1042,Apex Tools,PO/2026/1429,BV-103,Nos,44,16365.35,720075.4,18,129613.57,849688.97,CLEAN,False,False,False,False,False,False
ST&/2026/257,2026-02-28,V-1031,Supreme Tools & Co,PO/2026/1557,CP-137,Nos,15,157548.08,2363221.2,18,425379.82,2788601.02,CLEAN,False,False,False,False,False,False
RFP00193,2026-05-28,V-1008,Reliable Fasteners Pvt Ltd,PO/2026/1533,SM-103,Nos,11,56619.22,622811.42,18,112106.06,734917.48,CLEAN,False,False,False,False,False,False
INV-UP-0149,2025-12-16,V-1039,Universal Polymers,PO/2026/1612,GV-112,Nos,186,10877.59,2023231.74,18,364181.71,2387413.45,CLEAN,False,False,False,False,False,False
INV-NBP-0068,2026-02-11,FTV-1053,Nirmal Bearings Pvt Ltd,PO/2026/1538,CP-172,Nos,11,90781.9,998600.9,18,179748.16,1178349.06,CLEAN,False,False,False,False,False,False
PFP/2026/108,2025-11-29,V-1014,Perfect Forgings Pvt Ltd,PO/2026/9062,BV-123,Nos,102,2873.54,293101.08,18,52758.19,345859.27,MISSING_PO,False,False,False,False,True,False
INV-ST&-0259,2025-11-25,V-1031,Supreme Tools & Co,PO/2026/1406,CP-131,Nos,16,75855.45,1213687.2,18,218463.7,1432150.9,CLEAN,False,False,False,False,False,False
INV-SRP-0273,2025-10-18,FTV-1049,Sunrise Rubber Products Pvt Ltd,PO/2026/1646,BV-125,Nos,79,23445.25,1852174.75,18,333391.46,2185566.21,CLEAN,False,False,False,False,False,False
JEW00157,2025-12-03,V-1023,Jyoti Engineering Works,PO/2026/1556,SP-107,Nos,10,187.67,1876.7,18,279.11,2155.81,GST_ERROR,False,False,False,False,False,True
INV-PP-0278,2026-04-30,FTV-1051,Precision Packaging,PO/2026/1559,CP-159,Nos,3,103838.62,311515.86,18,56072.85,367588.71,CLEAN,False,False,False,False,False,False
KM/2026/161,2025-10-10,FTV-1046,Kohinoor Metals,PO/2026/1414,SM-106,Nos,5,91837.66,459188.3,18,82653.89,541842.19,CLEAN,False,False,False,False,False,False
INV-JC-0142,2026-07-16,V-1005,Jyoti Castings,PO/2026/1582,CP-171,Nos,4,144956.88,579827.52,18,104368.95,684196.47,CLEAN,False,False,False,False,False,False
NBP/2026/065,2025-09-25,FTV-1053,Nirmal Bearings Pvt Ltd,PO/2026/1545,CP-108,Nos,20,136888.47,2737769.4,18,328532.33,3066301.73,GST_ERROR,False,False,False,False,False,True
AT/2026/126,2025-09-10,V-1042,Apex Tools,PO/2026/1426,BV-118,Nos,87,13261.57,1153756.59,18,207676.19,1361432.78,CLEAN,False,False,False,False,False,False
INV-AT-0123,2026-07-25,V-1042,Apex Tools,PO/2026/1440,GV-133,Nos,190,1441.28,273843.2,18,49291.78,323134.98,CLEAN,False,False,False,False,False,False
UST/2026/282,2025-11-25,V-1044,Universal Steel Traders,PO/2026/1610,SM-102,Nos,7,20598.16,144187.12,18,25953.68,170140.8,CLEAN,False,False,False,False,False,False
MRP00230,2026-04-24,V-1004,Mahalaxmi Rubber Products Pvt Ltd,PO/2026/1488,CP-159,Nos,10,94871.45,948714.5,18,170768.61,1119483.11,CLEAN,False,False,False,False,False,False
INV-RST-0070,2025-08-05,V-1013,Reliable Steel Traders,PO/2026/1585,BV-113,Nos,85,17427.29,1481319.65,18,266637.54,1747957.19,QTY_MISMATCH,True,False,False,False,False,False
RFP00194,2026-06-04,V-1008,Reliable Fasteners Pvt Ltd,PO/2026/1533,SM-103,Nos,11,56619.22,622811.42,18,112106.06,734917.48,DUPLICATE_INVOICE,False,False,False,False,False,False
PST/2026/115,2025-05-11,V-1016,Pioneer Steel Traders Pvt Ltd,PO/2026/1537,CP-137,Nos,8,150993.33,1207946.64,18,217430.4,1425377.04,CLEAN,False,False,False,False,False,False
INV-PP-0280,2025-05-03,FTV-1051,Precision Packaging,PO/2026/1535,SP-118,Box(10),10,4135.0,41350.0,18,7443.0,48793.0,UOM_MISMATCH,True,True,True,False,False,False
JCP/2026/152,2026-02-03,V-1057,JYOTI CASTINGS PVT. LTD.,PO/2026/1552,SP-120,Nos,30,3527.97,105839.1,18,19051.04,124890.14,VENDOR_MISMATCH,False,False,False,True,False,False
INV-EF-0151,2025-11-05,V-1009,Everest Forgings,PO/2026/1458,SM-135,Nos,2,28978.9,57957.8,18,10432.4,68390.2,QTY_MISMATCH,True,False,False,False,False,False
RST/2026/069,2026-07-06,V-1013,Reliable Steel Traders,PO/2026/1654,SM-127,Nos,2,70325.83,140651.66,18,25317.3,165968.96,CLEAN,False,False,False,False,False,False
INV-GEP-0197,2025-05-28,V-1020,Ganesh Electricals Pvt Ltd,PO/2026/1499,SP-120,Nos,200,3447.54,689508.0,18,124111.44,813619.44,CLEAN,False,False,False,False,False,False
JEW00161,2026-07-22,V-1023,Jyoti Engineering Works,PO/2026/1507,SM-134,Nos,6,21419.26,128515.56,18,23132.8,151648.36,QTY_MISMATCH,True,False,False,False,False,False
INV-SRP-0276,2026-01-11,FTV-1049,Sunrise Rubber Products Pvt Ltd,PO/2026/9086,SM-106,Nos,1,109795.32,109795.32,18,19763.16,129558.48,MISSING_PO,False,False,False,False,True,False
INV-SB&-0082,2026-03-15,V-1011,Sharma Bearings & Co,PO/2026/1623,BV-115,Nos,55,14041.22,772267.1,18,139008.08,911275.18,CLEAN,False,False,False,False,False,False
INV-PCP-0154,2025-04-09,V-1017,Pioneer Castings Pvt Ltd,PO/2026/1640,SM-114,Nos,6,66384.05,398304.3,18,71694.77,469999.07,CLEAN,False,False,False,False,False,False
PP00281,2026-03-16,FTV-1051,Precision Packaging,PO/2026/1425,SM-135,Nos,7,25762.57,180337.99,18,32460.84,212798.83,CLEAN,False,False,False,False,False,False
INV-PE-0236,2026-04-22,V-1036,Precision Electricals,PO/2026/1479,SP-125,Nos,10,148.56,1485.6,18,267.41,1753.01,RATE_MISMATCH,False,True,False,False,False,False
INV-RST-0071,2026-05-08,V-1013,Reliable Steel Traders,PO/2026/1432,FT-1421,Nos,19,83518.89,1586858.91,18,285634.6,1872493.51,CLEAN,False,False,False,False,False,False
INV-GEW-0125,2025-11-15,FTV-1052,Ganesh Engineering Works,PO/2026/1401,CP-162,Nos,7,90611.52,634280.64,18,114170.52,748451.16,CLEAN,False,False,False,False,False,False
INV-NBP-0066,2026-06-22,FTV-1053,Nirmal Bearings Pvt Ltd,PO/2026/1444,CP-160,Nos,5,47638.86,238194.3,18,42874.97,281069.27,CLEAN,False,False,False,False,False,False
ME/2026/050,2026-07-17,V-1006,Micro Electricals,PO/2026/1531,CP-173,Nos,14,24999.62,349994.68,18,62999.04,412993.72,CLEAN,False,False,False,False,False,False
INV-NP-0068,2025-06-06,V-1035,Nirmal Packaging,PO/2026/1471,CP-129,Nos,15,76989.86,1154847.9,18,207872.62,1362720.52,CLEAN,False,False,False,False,False,False
OC00166,2025-06-17,V-1021,Om Castings,PO/2026/1449,SP-123,Nos,30,156.16,4684.8,18,843.26,5528.06,CLEAN,False,False,False,False,False,False
RST00067,2026-01-20,V-1013,Reliable Steel Traders,PO/2026/1455,SM-124,Nos,2,111333.76,222667.52,18,40080.15,262747.67,CLEAN,False,False,False,False,False,False
JC/2026/144,2025-06-27,V-1005,Jyoti Castings,PO/2026/1599,BV-115,Nos,10,12079.74,120797.4,18,21743.53,142540.93,QTY_MISMATCH,True,False,False,False,False,False
UST00283,2026-03-25,V-1044,Universal Steel Traders,PO/2026/1598,GV-129,Nos,26,9794.78,254664.28,18,45839.57,300503.85,CLEAN,False,False,False,False,False,False
INV-NP-0063,2025-09-03,V-1019,National Packaging,PO/2026/1510,GV-123,Nos,120,5385.6,646272.0,18,116328.96,762600.96,RATE_MISMATCH,False,True,False,False,False,False
KP00194,2025-10-15,V-1003,Krishna Polymers,PO/2026/1463,GV-117,Nos,103,8726.19,898797.57,18,161783.56,1060581.13,CLEAN,False,False,False,False,False,False
INV-KP&-0286,2026-04-10,V-1043,Krishna Packaging & Co,PO/2026/1404,CP-108,Nos,5,121911.47,609557.35,18,109720.32,719277.67,DUPLICATE_INVOICE,False,False,False,False,False,False
INV-MEW-0187,2026-06-10,V-1024,Mahalaxmi Engineering Works,PO/2026/1468,SM-118,Nos,17,37450.89,636665.13,18,114599.72,751264.85,QTY_MISMATCH,True,False,False,False,False,False
INV-REW-0250,2026-05-25,FTV-1047,Reliable Engineering Works & Co,PO/2026/1422,GV-101,Nos,139,9091.07,1263658.73,18,227458.57,1491117.3,QTY_MISMATCH,True,False,False,False,False,False
NEW00052,2026-07-01,V-1007,National Engineering Works Pvt Ltd,PO/2026/1527,SM-102,Nos,14,21786.27,305007.78,18,54901.4,359909.18,CLEAN,False,False,False,False,False,False
GEP00200,2025-12-26,V-1020,Ganesh Electricals Pvt Ltd,PO/2026/1508,CP-105,Nos,5,113042.53,565212.65,18,101738.28,666950.93,CLEAN,False,False,False,False,False,False
GEW00127,2026-06-22,FTV-1052,Ganesh Engineering Works,PO/2026/1467,BV-111,Nos,19,5104.61,96987.59,18,17457.77,114445.36,CLEAN,False,False,False,False,False,False
INV-JEW-0158,2025-10-23,V-1023,Jyoti Engineering Works,PO/2026/1439,SM-116,Nos,6,107165.03,642990.18,18,115738.23,758728.41,CLEAN,False,False,False,False,False,False
INV-SF&-0239,2026-03-12,V-1002,Sharma Forgings & Co,PO/2026/1516,BV-120,Nos,46,23767.61,1093310.06,18,196795.81,1290105.87,DUPLICATE_INVOICE,False,False,False,False,False,False
NBP/2026/067,2026-02-01,FTV-1053,Nirmal Bearings Pvt Ltd,PO/2026/1538,CP-172,Nos,11,90781.9,998600.9,18,179748.16,1178349.06,DUPLICATE_INVOICE,False,False,False,False,False,False
RFP/2026/191,2025-07-02,V-1008,Reliable Fasteners Pvt Ltd,PO/2026/1539,BV-115,Nos,81,12115.56,981360.36,18,176644.86,1158005.22,CLEAN,False,False,False,False,False,False
INV-EF-0155,2026-07-25,V-1012,Everest Fasteners,PO/2026/1562,FT-1428,Box(10),1,684036.9,684036.9,18,123126.64,807163.54,UOM_MISMATCH,True,True,True,False,False,False
INV-OPP-0082,2026-06-07,V-1060,OM POLYMERS PVT. LTD.,PO/2026/1517,FT-1414,Nos,2,57913.98,115827.96,18,20849.03,136676.99,VENDOR_MISMATCH,False,False,False,True,False,False
INV-MRP-0232,2026-07-18,V-1004,Mahalaxmi Rubber Products Pvt Ltd,PO/2026/1644,FT-1428,Nos,3,60599.19,181797.57,18,32723.56,214521.13,CLEAN,False,False,False,False,False,False
INV-TRP-0187,2025-05-20,V-1033,Trimurti Rubber Products Pvt Ltd,PO/2026/1519,CP-131,Nos,14,79279.24,1109909.36,18,199783.68,1309693.04,CLEAN,False,False,False,False,False,False
DPP/2026/233,2025-06-29,FTV-1050,Deccan Polymers Pvt Ltd,PO/2026/1504,GV-123,Nos,124,5432.41,673618.84,18,98370.53,771989.37,GST_ERROR,False,False,False,False,False,True
PST00114,2026-08-11,V-1016,Pioneer Steel Traders Pvt Ltd,PO/2026/1525,GV-128,Nos,161,5129.58,825862.38,18,148655.23,974517.61,QTY_MISMATCH,True,False,False,False,False,False
OP00276,2025-07-03,V-1001,Om Polymers,PO/2026/1477,BV-103,Nos,25,15160.58,379014.5,18,68222.61,447237.11,CLEAN,False,False,False,False,False,False
INV-HP-0213,2026-01-27,V-1037,Hindustan Polymers,PO/2026/1597,GV-114,Nos,96,14033.24,1347191.04,18,242494.39,1589685.43,CLEAN,False,False,False,False,False,False
GEP/2026/199,2026-02-05,V-1020,Ganesh Electricals Pvt Ltd,PO/2026/1648,SM-134,Nos,4,18349.52,73398.08,18,13211.65,86609.73,CLEAN,False,False,False,False,False,False
INV-UST-0284,2026-06-25,V-1044,Universal Steel Traders,PO/2026/1609,FT-1428,Nos,8,68564.43,548515.44,18,98732.78,647248.22,CLEAN,False,False,False,False,False,False
HP00214,2026-05-10,V-1037,Hindustan Polymers,PO/2026/9095,CP-137,Nos,4,147027.78,588111.12,18,105860.0,693971.12,MISSING_PO,False,False,False,False,True,False
NEW/2026/047,2026-06-21,V-1007,National Engineering Works Pvt Ltd,PO/2026/1658,GV-135,Nos,79,13440.99,1061838.21,18,191130.88,1252969.09,CLEAN,False,False,False,False,False,False
JEW/2026/160,2026-02-01,V-1023,Jyoti Engineering Works,PO/2026/1532,SP-109,Nos,20,4119.77,82395.4,18,14831.17,97226.57,CLEAN,False,False,False,False,False,False
HM&/2026/145,2026-08-28,V-1025,Hindustan Metals & Co,PO/2026/1492,SP-105,Nos,50,6443.42,322171.0,18,57990.78,380161.78,CLEAN,False,False,False,False,False,False
HM&/2026/146,2026-04-12,V-1025,Hindustan Metals & Co,PO/2026/1653,CP-114,Nos,14,101725.7,1424159.8,18,256348.76,1680508.56,CLEAN,False,False,False,False,False,False
INV-KF-0208,2025-08-24,V-1030,Krishna Forgings,PO/2026/1427,BV-115,Nos,33,11173.52,368726.16,18,66370.71,435096.87,CLEAN,False,False,False,False,False,False
DPP/2026/234,2025-09-25,FTV-1050,Deccan Polymers Pvt Ltd,PO/2026/1594,CP-105,Nos,15,107988.66,1619829.9,18,291569.38,1911399.28,CLEAN,False,False,False,False,False,False
INV-SB&-0083,2025-06-17,V-1011,Sharma Bearings & Co,PO/2026/1498,SM-139,Nos,11,71854.42,790398.62,18,142271.75,932670.37,CLEAN,False,False,False,False,False,False
PCP/2026/157,2026-01-26,V-1017,Pioneer Castings Pvt Ltd,PO/2026/1583,CP-152,Nos,10,88559.15,885591.5,18,159406.47,1044997.97,QTY_MISMATCH,True,False,False,False,False,False
SF&/2026/237,2025-09-15,V-1002,Sharma Forgings & Co,PO/2026/1656,CP-152,Nos,3,83968.39,251905.17,18,45342.93,297248.1,CLEAN,False,False,False,False,False,False
KP00197,2025-05-13,V-1003,Krishna Polymers,PO/2026/9280,CP-119,Nos,19,118638.93,2254139.67,18,405745.14,2659884.81,MISSING_PO,False,False,False,False,True,False
AT/2026/124,2025-09-27,V-1042,Apex Tools,PO/2026/1548,CP-140,Nos,2,120726.18,241452.36,18,43461.42,284913.78,CLEAN,False,False,False,False,False,False
JCP/2026/156,2026-06-06,V-1057,JYOTI CASTINGS PVT. LTD.,PO/2026/1636,GV-102,Nos,133,19608.08,2607874.64,18,469417.44,3077292.08,VENDOR_MISMATCH,False,False,False,True,False,False
INV-SP&-0293,2026-01-12,V-1040,Sharma Packaging & Co,PO/2026/1445,CP-114,Nos,7,97649.73,683548.11,18,123038.66,806586.77,RATE_MISMATCH,False,True,False,False,False,False
