invoice_number,status,reason,invoice_date,vendor_id,vendor_name_on_invoice,po_number,sku,uom,qty,rate,taxable_value,gst_rate_pct,gst_amount,invoice_total,raw_missing_po,raw_vendor_mismatch,raw_uom_mismatch,raw_qty_mismatch,raw_rate_mismatch,raw_gst_error,raw_duplicate,raw_flag_count
HP/2026/215,CLEAN,All checks passed,2026-07-17,V-1037,Hindustan Polymers,PO/2026/1600,CP-108,Nos,2,118516.35,237032.7,18,42665.89,279698.59,False,False,False,False,False,False,False,0
INV-RFP-0189,QTY_MISMATCH,"Quantity mismatch: invoice=16.0, PO=14.0",2025-08-05,V-1008,Reliable Fasteners Pvt Ltd,PO/2026/1493,FT-1428,Nos,16,65955.47,1055287.52,18,189951.75,1245239.27,False,False,False,True,False,False,False,1
INV-UH-0043,RATE_MISMATCH,"Rate mismatch: invoice=8655.47, PO=8096.52, diff=558.95",2025-04-30,V-1038,Universal Hydraulics,PO/2026/1466,GV-132,Nos,65,8655.47,562605.55,18,101269.0,663874.55,False,False,False,False,True,False,False,1
MEW/2026/189,CLEAN,All checks passed,2025-11-16,V-1024,Mahalaxmi Engineering Works,PO/2026/1461,CP-146,Nos,18,56876.13,1023770.34,18,184278.66,1208049.0,False,False,False,False,False,False,False,0
RTP/2026/187,CLEAN,All checks passed,2026-01-07,FTV-1048,Reliable Tools Pvt Ltd,PO/2026/1441,SP-109,Nos,100,4175.08,417508.0,18,75151.44,492659.44,False,False,False,False,False,False,False,0
PCP00153,UOM_MISMATCH,"UOM mismatch: invoice='Box(10)', PO='Nos'",2026-01-15,V-1017,Pioneer Castings Pvt Ltd,PO/2026/1421,SP-114,Box(10),3,6069.6,18208.8,18,3277.58,21486.38,False,False,True,False,False,False,False,1
INV-KP-0195,CLEAN,All checks passed,2025-11-13,V-1003,Krishna Polymers,PO/2026/1528,CP-129,Nos,6,76706.2,460237.2,18,82842.7,543079.9,False,False,False,False,False,False,False,0
INV-JC-0143,CLEAN,All checks passed,2025-09-20,V-1005,Jyoti Castings,PO/2026/1443,GV-126,Nos,138,22921.45,3163160.1,18,569368.82,3732528.92,False,False,False,False,False,False,False,0
INV-OC-0165,MISSING_PO,PO 'PO/2026/9155' not found in purchase order master,2025-05-16,V-1021,Om Castings,PO/2026/9155,FT-1414,Nos,6,55340.7,332044.2,18,59767.96,391812.16,True,False,False,False,False,False,False,1
RFP00192,CLEAN,All checks passed,2026-06-30,V-1008,Reliable Fasteners Pvt Ltd,PO/2026/1529,CP-146,Nos,1,57579.67,57579.67,18,10364.34,67944.01,False,False,False,False,False,False,False,0
JCP00154,VENDOR_MISMATCH,Vendor ID on invoice differs from PO,2026-05-04,V-1057,JYOTI CASTINGS PVT. LTD.,PO/2026/1575,CP-136,Nos,14,133735.57,1872297.98,18,337013.64,2209311.62,False,True,False,False,False,False,False,1
GS&00223,CLEAN,All checks passed,2026-02-13,V-1028,Ganesh Seals & Gaskets,PO/2026/1560,SM-103,Nos,1,61228.82,61228.82,18,11021.19,72250.01,False,False,False,False,False,False,False,0
INV-ST&-0258,CLEAN,All checks passed,2026-03-16,V-1031,Supreme Tools & Co,PO/2026/1652,FT-1435,Nos,18,14025.43,252457.74,18,45442.39,297900.13,False,False,False,False,False,False,False,0
INV-NEW-0049,CLEAN,All checks passed,2025-06-16,V-1007,National Engineering Works Pvt Ltd,PO/2026/1542,FT-1470,Nos,14,79038.36,1106537.04,18,199176.67,1305713.71,False,False,False,False,False,False,False,0
INV-JB&-0288,UOM_MISMATCH,"UOM mismatch: invoice='Box(10)', PO='Nos'",2025-07-03,V-1015,Jyoti Bearings & Co,PO/2026/1621,SM-103,Box(10),1,664477.5,664477.5,18,119605.95,784083.45,False,False,True,False,False,False,False,1
SH/2026/056,QTY_MISMATCH,"Quantity mismatch: invoice=111.0, PO=104.0",2025-11-17,V-1022,Sharma Hydraulics,PO/2026/1485,GV-128,Nos,111,4630.04,513934.44,18,92508.2,606442.64,False,False,False,True,False,False,False,1
INV-KM-0165,QTY_MISMATCH,"Quantity mismatch: invoice=119.0, PO=113.0",2026-03-13,FTV-1046,Kohinoor Metals,PO/2026/1596,GV-136,Nos,119,1790.95,213123.05,18,38362.15,251485.2,False,False,False,True,False,False,False,1
EF/2026/150,CLEAN,All checks passed,2025-10-08,V-1012,Everest Fasteners,PO/2026/1606,CP-125,Nos,4,148843.67,595374.68,18,107167.44,702542.12,False,False,False,False,False,False,False,0
OC00162,GST_ERROR,"GST mismatch: invoice=116401.53, expected=165687.18, diff=49285.65",2025-08-03,V-1021,Om Castings,PO/2026/1470,FT-1407,Nos,12,76707.03,920484.36,18,116401.53,1036885.89,False,False,False,False,False,True,False,1
INV-KP&-0285,CLEAN,All checks passed,2026-03-20,V-1043,Krishna Packaging & Co,PO/2026/1404,CP-108,Nos,5,121911.47,609557.35,18,109720.32,719277.67,False,False,False,False,False,False,False,0
INV-RC-0263,RATE_MISMATCH,"Rate mismatch: invoice=76935.55, PO=73119.95, diff=3815.60",2025-10-29,FTV-1054,Reliable Castings,PO/2026/1573,SM-139,Nos,7,76935.55,538548.85,18,96938.79,635487.64,False,False,False,False,True,False,False,1
INV-SRP-0274,GST_ERROR,"GST mismatch: invoice=36851.18, expected=55276.77, diff=18425.59",2026-01-02,FTV-1049,Sunrise Rubber Products Pvt Ltd,PO/2026/1423,SM-118,Nos,9,34121.46,307093.14,18,36851.18,343944.32,False,False,False,False,False,True,False,1
INV-SVB-0101,CLEAN,All checks passed,2025-11-18,V-1029,Sri Venkatesh Bearings,PO/2026/1501,BV-128,Nos,83,1710.69,141987.27,18,25557.71,167544.98,False,False,False,False,False,False,False,0
NP00069,GST_ERROR,"GST mismatch: invoice=123390.12, expected=79322.22, diff=44067.90",2025-10-24,V-1019,National Packaging,PO/2026/1579,FT-1449,Nos,5,88135.8,440679.0,18,123390.12,564069.12,False,False,False,False,False,True,False,1
TRP/2026/184,CLEAN,All checks passed,2025-06-06,V-1033,Trimurti Rubber Products Pvt Ltd,PO/2026/1433,CP-117,Nos,15,49745.61,746184.15,18,134313.15,880497.3,False,False,False,False,False,False,False,0
JB&00289,CLEAN,All checks passed,2025-05-03,V-1015,Jyoti Bearings & Co,PO/2026/1627,BV-106,Nos,120,13830.95,1659714.0,18,298748.52,1958462.52,False,False,False,False,False,False,False,0
GS&00224,GST_ERROR,"GST mismatch: invoice=42659.93, expected=55259.57, diff=12599.64",2025-11-14,V-1028,Ganesh Seals & Gaskets,PO/2026/1487,GV-129,Nos,35,8771.36,306997.6,18,42659.93,349657.53,False,False,False,False,False,True,False,1
SH/2026/054,UOM_MISMATCH,"UOM mismatch: invoice='Box(10)', PO='Nos'",2025-12-02,V-1027,Shakti Hydraulics,PO/2026/1489,SP-109,Box(10),15,40081.9,601228.5,18,108221.13,709449.63,False,False,True,False,False,False,False,1
GEP00204,DUPLICATE_INVOICE,Duplicate invoice,2025-07-28,V-1020,Ganesh Electricals Pvt Ltd,PO/2026/1451,GV-124,Nos,124,16323.31,2024090.44,18,364336.28,2388426.72,False,False,False,False,False,False,True,1
OP/2026/278,CLEAN,All checks passed,2025-10-05,V-1001,Om Polymers,PO/2026/1435,CP-158,Nos,17,42773.27,727145.59,18,130886.21,858031.8,False,False,False,False,False,False,False,0
NP00062,CLEAN,All checks passed,2025-08-23,V-1035,Nirmal Packaging,PO/2026/1615,SM-114,Nos,2,55410.87,110821.74,18,19947.91,130769.65,False,False,False,False,False,False,False,0
JEW/2026/155,UOM_MISMATCH,"UOM mismatch: invoice='Box(10)', PO='Nos'",2025-05-09,V-1023,Jyoti Engineering Works,PO/2026/1415,SP-118,Box(10),2,4578.9,9157.8,18,1648.4,10806.2,False,False,True,False,False,False,False,1
INV-SRP-0279,CLEAN,All checks passed,2025-05-26,FTV-1049,Sunrise Rubber Products Pvt Ltd,PO/2026/1496,SM-106,Nos,12,105085.8,1261029.6,18,226985.33,1488014.93,False,False,False,False,False,False,False,0
INV-SEW-0166,CLEAN,All checks passed,2026-04-09,V-1032,Shakti Engineering Works,PO/2026/1634,GV-123,Nos,113,5064.51,572289.63,18,103012.13,675301.76,False,False,False,False,False,False,False,0
MEW/2026/188,GST_ERROR,"GST mismatch: invoice=74693.32, expected=48017.13, diff=26676.19",2025-12-05,V-1024,Mahalaxmi Engineering Works,PO/2026/1567,SM-103,Nos,4,66690.46,266761.84,18,74693.32,341455.16,False,False,False,False,False,True,False,1
NP/2026/064,QTY_MISMATCH,"Quantity mismatch: invoice=38.0, PO=33.0",2026-06-11,V-1019,National Packaging,PO/2026/1410,GV-136,Nos,38,1692.72,64323.36,18,11578.2,75901.56,False,False,False,True,False,False,False,1
AT/2026/122,CLEAN,All checks passed,2025-07-24,V-1042,Apex Tools,PO/2026/1638,FT-1435,Nos,5,14311.28,71556.4,18,12880.15,84436.55,False,False,False,False,False,False,False,0
SB&/2026/080,MISSING_PO,PO 'PO/2026/9061' not found in purchase order master,2026-07-24,V-1011,Sharma Bearings & Co,PO/2026/9061,CP-163,Nos,16,76691.08,1227057.28,18,220870.31,1447927.59,True,False,False,False,False,False,False,1
DPP00232,CLEAN,All checks passed,2026-04-03,FTV-1050,Deccan Polymers Pvt Ltd,PO/2026/1580,SP-105,Nos,50,7766.39,388319.5,18,69897.51,458217.01,False,False,False,False,False,False,False,0
TRP00189,UOM_MISMATCH,"UOM mismatch: invoice='Box(10)', PO='Nos'",2026-08-23,V-1033,Trimurti Rubber Products Pvt Ltd,PO/2026/1412,SP-115,Box(10),15,2800.4,42006.0,18,7561.08,49567.08,False,False,True,False,False,False,False,1
SST00138,GST_ERROR,"GST mismatch: invoice=195292.66, expected=229455.86, diff=34163.20",2025-06-18,V-1041,Sunrise Steel Traders & Co,PO/2026/1561,CP-162,Nos,13,98058.06,1274754.78,18,195292.66,1470047.44,False,False,False,False,False,True,False,1
SH00058,CLEAN,All checks passed,2025-09-28,V-1022,Sharma Hydraulics,PO/2026/1409,SP-117,Nos,30,6680.08,200402.4,18,36072.43,236474.83,False,False,False,False,False,False,False,0
INV-SH-0062,CLEAN,All checks passed,2026-07-03,V-1022,Sharma Hydraulics,PO/2026/1511,CP-111,Nos,9,12769.2,114922.8,18,20686.1,135608.9,False,False,False,False,False,False,False,0
OC00164,GST_ERROR,"GST mismatch: invoice=125996.2, expected=149142.27, diff=23146.07",2026-07-13,V-1021,Om Castings,PO/2026/1462,SM-127,Nos,14,59183.44,828568.16,18,125996.2,954564.36,False,False,False,False,False,True,False,1
SVB/2026/102,GST_ERROR,"GST mismatch: invoice=263070.37, expected=335562.2, diff=72491.83",2026-01-25,V-1029,Sri Venkatesh Bearings,PO/2026/1437,GV-135,Nos,129,14451.43,1864234.47,18,263070.37,2127304.84,False,False,False,False,False,True,False,1
JB&/2026/291,CLEAN,All checks passed,2026-03-13,V-1015,Jyoti Bearings & Co,PO/2026/1555,CP-111,Nos,16,11306.67,180906.72,18,32563.21,213469.93,False,False,False,False,False,False,False,0
HP00211,CLEAN,All checks passed,2025-09-29,V-1037,Hindustan Polymers,PO/2026/1577,BV-128,Nos,50,1914.79,95739.5,18,17233.11,112972.61,False,False,False,False,False,False,False,0
PST/2026/117,CLEAN,All checks passed,2025-08-04,V-1016,Pioneer Steel Traders Pvt Ltd,PO/2026/1551,BV-124,Nos,40,14215.1,568604.0,18,102348.72,670952.72,False,False,False,False,False,False,False,0
NEW00051,RATE_MISMATCH,"Rate mismatch: invoice=52007.84, PO=48887.31, diff=3120.53",2026-07-07,V-1007,National Engineering Works Pvt Ltd,PO/2026/1616,CP-160,Nos,5,52007.84,260039.2,18,46807.06,306846.26,False,False,False,False,True,False,False,1
HP00209,CLEAN,All checks passed,2025-12-08,V-1037,Hindustan Polymers,PO/2026/1450,CP-162,Nos,16,89993.83,1439901.28,18,259182.23,1699083.51,False,False,False,False,False,False,False,0
MRP00233,CLEAN,All checks passed,2025-08-10,V-1004,Mahalaxmi Rubber Products Pvt Ltd,PO/2026/1500,BV-128,Nos,28,1950.59,54616.52,18,9830.97,64447.49,False,False,False,False,False,False,False,0
INV-SVS-0267,CLEAN,All checks passed,2025-10-26,V-1010,Sri Venkatesh Seals & Gaskets,PO/2026/1518,SP-128,Nos,100,1653.75,165375.0,18,29767.5,195142.5,False,False,False,False,False,False,False,0
RTP/2026/188,CLEAN,All checks passed,2026-07-03,FTV-1048,Reliable Tools Pvt Ltd,PO/2026/1448,SP-117,Nos,10,7049.23,70492.3,18,12688.61,83180.91,False,False,False,False,False,False,False,0
INV-AT-0121,CLEAN,All checks passed,2026-04-17,V-1042,Apex Tools,PO/2026/1429,BV-103,Nos,44,16365.35,720075.4,18,129613.57,849688.97,False,False,False,False,False,False,False,0
ST&/2026/257,CLEAN,All checks passed,2026-02-28,V-1031,Supreme Tools & Co,PO/2026/1557,CP-137,Nos,15,157548.08,2363221.2,18,425379.82,2788601.02,False,False,False,False,False,False,False,0
RFP00193,CLEAN,All checks passed,2026-05-28,V-1008,Reliable Fasteners Pvt Ltd,PO/2026/1533,SM-103,Nos,11,56619.22,622811.42,18,112106.06,734917.48,False,False,False,False,False,False,False,0
INV-UP-0149,CLEAN,All checks passed,2025-12-16,V-1039,Universal Polymers,PO/2026/1612,GV-112,Nos,186,10877.59,2023231.74,18,364181.71,2387413.45,False,False,False,False,False,False,False,0
INV-NBP-0068,DUPLICATE_INVOICE,Duplicate invoice,2026-02-11,FTV-1053,Nirmal Bearings Pvt Ltd,PO/2026/1538,CP-172,Nos,11,90781.9,998600.9,18,179748.16,1178349.06,False,False,False,False,False,False,True,1
PFP/2026/108,MISSING_PO,PO 'PO/2026/9062' not found in purchase order master,2025-11-29,V-1014,Perfect Forgings Pvt Ltd,PO/2026/9062,BV-123,Nos,102,2873.54,293101.08,18,52758.19,345859.27,True,False,False,False,False,False,False,1
INV-ST&-0259,CLEAN,All checks passed,2025-11-25,V-1031,Supreme Tools & Co,PO/2026/1406,CP-131,Nos,16,75855.45,1213687.2,18,218463.7,1432150.9,False,False,False,False,False,False,False,0
INV-SRP-0273,CLEAN,All checks passed,2025-10-18,FTV-1049,Sunrise Rubber Products Pvt Ltd,PO/2026/1646,BV-125,Nos,79,23445.25,1852174.75,18,333391.46,2185566.21,False,False,False,False,False,False,False,0
JEW00157,GST_ERROR,"GST mismatch: invoice=279.11, expected=337.81, diff=58.70",2025-12-03,V-1023,Jyoti Engineering Works,PO/2026/1556,SP-107,Nos,10,187.67,1876.7,18,279.11,2155.81,False,False,False,False,False,True,False,1
INV-PP-0278,CLEAN,All checks passed,2026-04-30,FTV-1051,Precision Packaging,PO/2026/1559,CP-159,Nos,3,103838.62,311515.86,18,56072.85,367588.71,False,False,False,False,False,False,False,0
KM/2026/161,CLEAN,All checks passed,2025-10-10,FTV-1046,Kohinoor Metals,PO/2026/1414,SM-106,Nos,5,91837.66,459188.3,18,82653.89,541842.19,False,False,False,False,False,False,False,0
INV-JC-0142,CLEAN,All checks passed,2026-07-16,V-1005,Jyoti Castings,PO/2026/1582,CP-171,Nos,4,144956.88,579827.52,18,104368.95,684196.47,False,False,False,False,False,False,False,0
NBP/2026/065,GST_ERROR,"GST mismatch: invoice=328532.33, expected=492798.49, diff=164266.16",2025-09-25,FTV-1053,Nirmal Bearings Pvt Ltd,PO/2026/1545,CP-108,Nos,20,136888.47,2737769.4,18,328532.33,3066301.73,False,False,False,False,False,True,False,1
AT/2026/126,CLEAN,All checks passed,2025-09-10,V-1042,Apex Tools,PO/2026/1426,BV-118,Nos,87,13261.57,1153756.59,18,207676.19,1361432.78,False,False,False,False,False,False,False,0
INV-AT-0123,CLEAN,All checks passed,2026-07-25,V-1042,Apex Tools,PO/2026/1440,GV-133,Nos,190,1441.28,273843.2,18,49291.78,323134.98,False,False,False,False,False,False,False,0
UST/2026/282,CLEAN,All checks passed,2025-11-25,V-1044,Universal Steel Traders,PO/2026/1610,SM-102,Nos,7,20598.16,144187.12,18,25953.68,170140.8,False,False,False,False,False,False,False,0
MRP00230,CLEAN,All checks passed,2026-04-24,V-1004,Mahalaxmi Rubber Products Pvt Ltd,PO/2026/1488,CP-159,Nos,10,94871.45,948714.5,18,170768.61,1119483.11,False,False,False,False,False,False,False,0
INV-RST-0070,QTY_MISMATCH,"Quantity mismatch: invoice=85.0, PO=84.0",2025-08-05,V-1013,Reliable Steel Traders,PO/2026/1585,BV-113,Nos,85,17427.29,1481319.65,18,266637.54,1747957.19,False,False,False,True,False,False,False,1
RFP00194,DUPLICATE_INVOICE,Duplicate invoice,2026-06-04,V-1008,Reliable Fasteners Pvt Ltd,PO/2026/1533,SM-103,Nos,11,56619.22,622811.42,18,112106.06,734917.48,False,False,False,False,False,False,True,1
PST/2026/115,CLEAN,All checks passed,2025-05-11,V-1016,Pioneer Steel Traders Pvt Ltd,PO/2026/1537,CP-137,Nos,8,150993.33,1207946.64,18,217430.4,1425377.04,False,False,False,False,False,False,False,0
INV-PP-0280,UOM_MISMATCH,"UOM mismatch: invoice='Box(10)', PO='Nos'",2025-05-03,FTV-1051,Precision Packaging,PO/2026/1535,SP-118,Box(10),10,4135.0,41350.0,18,7443.0,48793.0,False,False,True,False,False,False,False,1
JCP/2026/152,VENDOR_MISMATCH,Vendor ID on invoice differs from PO,2026-02-03,V-1057,JYOTI CASTINGS PVT. LTD.,PO/2026/1552,SP-120,Nos,30,3527.97,105839.1,18,19051.04,124890.14,False,True,False,False,False,False,False,1
INV-EF-0151,QTY_MISMATCH,"Quantity mismatch: invoice=2.0, PO=1.0",2025-11-05,V-1009,Everest Forgings,PO/2026/1458,SM-135,Nos,2,28978.9,57957.8,18,10432.4,68390.2,False,False,False,True,False,False,False,1
RST/2026/069,CLEAN,All checks passed,2026-07-06,V-1013,Reliable Steel Traders,PO/2026/1654,SM-127,Nos,2,70325.83,140651.66,18,25317.3,165968.96,False,False,False,False,False,False,False,0
INV-GEP-0197,CLEAN,All checks passed,2025-05-28,V-1020,Ganesh Electricals Pvt Ltd,PO/2026/1499,SP-120,Nos,200,3447.54,689508.0,18,124111.44,813619.44,False,False,False,False,False,False,False,0
JEW00161,QTY_MISMATCH,"Quantity mismatch: invoice=6.0, PO=5.0",2026-07-22,V-1023,Jyoti Engineering Works,PO/2026/1507,SM-134,Nos,6,21419.26,128515.56,18,23132.8,151648.36,False,False,False,True,False,False,False,1
INV-SRP-0276,MISSING_PO,PO 'PO/2026/9086' not found in purchase order master,2026-01-11,FTV-1049,Sunrise Rubber Products Pvt Ltd,PO/2026/9086,SM-106,Nos,1,109795.32,109795.32,18,19763.16,129558.48,True,False,False,False,False,False,False,1
INV-SB&-0082,CLEAN,All checks passed,2026-03-15,V-1011,Sharma Bearings & Co,PO/2026/1623,BV-115,Nos,55,14041.22,772267.1,18,139008.08,911275.18,False,False,False,False,False,False,False,0
INV-PCP-0154,CLEAN,All checks passed,2025-04-09,V-1017,Pioneer Castings Pvt Ltd,PO/2026/1640,SM-114,Nos,6,66384.05,398304.3,18,71694.77,469999.07,False,False,False,False,False,False,False,0
PP00281,CLEAN,All checks passed,2026-03-16,FTV-1051,Precision Packaging,PO/2026/1425,SM-135,Nos,7,25762.57,180337.99,18,32460.84,212798.83,False,False,False,False,False,False,False,0
INV-PE-0236,RATE_MISMATCH,"Rate mismatch: invoice=148.56, PO=142.44, diff=6.12",2026-04-22,V-1036,Precision Electricals,PO/2026/1479,SP-125,Nos,10,148.56,1485.6,18,267.41,1753.01,False,False,False,False,True,False,False,1
INV-RST-0071,CLEAN,All checks passed,2026-05-08,V-1013,Reliable Steel Traders,PO/2026/1432,FT-1421,Nos,19,83518.89,1586858.91,18,285634.6,1872493.51,False,False,False,False,False,False,False,0
INV-GEW-0125,CLEAN,All checks passed,2025-11-15,FTV-1052,Ganesh Engineering Works,PO/2026/1401,CP-162,Nos,7,90611.52,634280.64,18,114170.52,748451.16,False,False,False,False,False,False,False,0
INV-NBP-0066,CLEAN,All checks passed,2026-06-22,FTV-1053,Nirmal Bearings Pvt Ltd,PO/2026/1444,CP-160,Nos,5,47638.86,238194.3,18,42874.97,281069.27,False,False,False,False,False,False,False,0
ME/2026/050,CLEAN,All checks passed,2026-07-17,V-1006,Micro Electricals,PO/2026/1531,CP-173,Nos,14,24999.62,349994.68,18,62999.04,412993.72,False,False,False,False,False,False,False,0
INV-NP-0068,CLEAN,All checks passed,2025-06-06,V-1035,Nirmal Packaging,PO/2026/1471,CP-129,Nos,15,76989.86,1154847.9,18,207872.62,1362720.52,False,False,False,False,False,False,False,0
OC00166,CLEAN,All checks passed,2025-06-17,V-1021,Om Castings,PO/2026/1449,SP-123,Nos,30,156.16,4684.8,18,843.26,5528.06,False,False,False,False,False,False,False,0
RST00067,CLEAN,All checks passed,2026-01-20,V-1013,Reliable Steel Traders,PO/2026/1455,SM-124,Nos,2,111333.76,222667.52,18,40080.15,262747.67,False,False,False,False,False,False,False,0
JC/2026/144,QTY_MISMATCH,"Quantity mismatch: invoice=10.0, PO=8.0",2025-06-27,V-1005,Jyoti Castings,PO/2026/1599,BV-115,Nos,10,12079.74,120797.4,18,21743.53,142540.93,False,False,False,True,False,False,False,1
UST00283,CLEAN,All checks passed,2026-03-25,V-1044,Universal Steel Traders,PO/2026/1598,GV-129,Nos,26,9794.78,254664.28,18,45839.57,300503.85,False,False,False,False,False,False,False,0
INV-NP-0063,RATE_MISMATCH,"Rate mismatch: invoice=5385.6, PO=5044.01, diff=341.59",2025-09-03,V-1019,National Packaging,PO/2026/1510,GV-123,Nos,120,5385.6,646272.0,18,116328.96,762600.96,False,False,False,False,True,False,False,1
KP00194,CLEAN,All checks passed,2025-10-15,V-1003,Krishna Polymers,PO/2026/1463,GV-117,Nos,103,8726.19,898797.57,18,161783.56,1060581.13,False,False,False,False,False,False,False,0
INV-KP&-0286,DUPLICATE_INVOICE,Duplicate invoice,2026-04-10,V-1043,Krishna Packaging & Co,PO/2026/1404,CP-108,Nos,5,121911.47,609557.35,18,109720.32,719277.67,False,False,False,False,False,False,True,1
INV-MEW-0187,QTY_MISMATCH,"Quantity mismatch: invoice=17.0, PO=14.0",2026-06-10,V-1024,Mahalaxmi Engineering Works,PO/2026/1468,SM-118,Nos,17,37450.89,636665.13,18,114599.72,751264.85,False,False,False,True,False,False,False,1
INV-REW-0250,QTY_MISMATCH,"Quantity mismatch: invoice=139.0, PO=138.0",2026-05-25,FTV-1047,Reliable Engineering Works & Co,PO/2026/1422,GV-101,Nos,139,9091.07,1263658.73,18,227458.57,1491117.3,False,False,False,True,False,False,False,1
NEW00052,CLEAN,All checks passed,2026-07-01,V-1007,National Engineering Works Pvt Ltd,PO/2026/1527,SM-102,Nos,14,21786.27,305007.78,18,54901.4,359909.18,False,False,False,False,False,False,False,0
GEP00200,CLEAN,All checks passed,2025-12-26,V-1020,Ganesh Electricals Pvt Ltd,PO/2026/1508,CP-105,Nos,5,113042.53,565212.65,18,101738.28,666950.93,False,False,False,False,False,False,False,0
GEW00127,CLEAN,All checks passed,2026-06-22,FTV-1052,Ganesh Engineering Works,PO/2026/1467,BV-111,Nos,19,5104.61,96987.59,18,17457.77,114445.36,False,False,False,False,False,False,False,0
INV-JEW-0158,CLEAN,All checks passed,2025-10-23,V-1023,Jyoti Engineering Works,PO/2026/1439,SM-116,Nos,6,107165.03,642990.18,18,115738.23,758728.41,False,False,False,False,False,False,False,0
INV-SF&-0239,DUPLICATE_INVOICE,Duplicate invoice,2026-03-12,V-1002,Sharma Forgings & Co,PO/2026/1516,BV-120,Nos,46,23767.61,1093310.06,18,196795.81,1290105.87,False,False,False,False,False,False,True,1
NBP/2026/067,CLEAN,All checks passed,2026-02-01,FTV-1053,Nirmal Bearings Pvt Ltd,PO/2026/1538,CP-172,Nos,11,90781.9,998600.9,18,179748.16,1178349.06,False,False,False,False,False,False,False,0
RFP/2026/191,CLEAN,All checks passed,2025-07-02,V-1008,Reliable Fasteners Pvt Ltd,PO/2026/1539,BV-115,Nos,81,12115.56,981360.36,18,176644.86,1158005.22,False,False,False,False,False,False,False,0
INV-EF-0155,UOM_MISMATCH,"UOM mismatch: invoice='Box(10)', PO='Nos'",2026-07-25,V-1012,Everest Fasteners,PO/2026/1562,FT-1428,Box(10),1,684036.9,684036.9,18,123126.64,807163.54,False,False,True,False,False,False,False,1
INV-OPP-0082,VENDOR_MISMATCH,Vendor ID on invoice differs from PO,2026-06-07,V-1060,OM POLYMERS PVT. LTD.,PO/2026/1517,FT-1414,Nos,2,57913.98,115827.96,18,20849.03,136676.99,False,True,False,False,False,False,False,1
INV-MRP-0232,CLEAN,All checks passed,2026-07-18,V-1004,Mahalaxmi Rubber Products Pvt Ltd,PO/2026/1644,FT-1428,Nos,3,60599.19,181797.57,18,32723.56,214521.13,False,False,False,False,False,False,False,0
INV-TRP-0187,CLEAN,All checks passed,2025-05-20,V-1033,Trimurti Rubber Products Pvt Ltd,PO/2026/1519,CP-131,Nos,14,79279.24,1109909.36,18,199783.68,1309693.04,False,False,False,False,False,False,False,0
DPP/2026/233,GST_ERROR,"GST mismatch: invoice=98370.53, expected=121251.39, diff=22880.86",2025-06-29,FTV-1050,Deccan Polymers Pvt Ltd,PO/2026/1504,GV-123,Nos,124,5432.41,673618.84,18,98370.53,771989.37,False,False,False,False,False,True,False,1
PST00114,QTY_MISMATCH,"Quantity mismatch: invoice=161.0, PO=141.0",2026-08-11,V-1016,Pioneer Steel Traders Pvt Ltd,PO/2026/1525,GV-128,Nos,161,5129.58,825862.38,18,148655.23,974517.61,False,False,False,True,False,False,False,1
OP00276,CLEAN,All checks passed,2025-07-03,V-1001,Om Polymers,PO/2026/1477,BV-103,Nos,25,15160.58,379014.5,18,68222.61,447237.11,False,False,False,False,False,False,False,0
INV-HP-0213,CLEAN,All checks passed,2026-01-27,V-1037,Hindustan Polymers,PO/2026/1597,GV-114,Nos,96,14033.24,1347191.04,18,242494.39,1589685.43,False,False,False,False,False,False,False,0
GEP/2026/199,CLEAN,All checks passed,2026-02-05,V-1020,Ganesh Electricals Pvt Ltd,PO/2026/1648,SM-134,Nos,4,18349.52,73398.08,18,13211.65,86609.73,False,False,False,False,False,False,False,0
INV-UST-0284,CLEAN,All checks passed,2026-06-25,V-1044,Universal Steel Traders,PO/2026/1609,FT-1428,Nos,8,68564.43,548515.44,18,98732.78,647248.22,False,False,False,False,False,False,False,0
HP00214,MISSING_PO,PO 'PO/2026/9095' not found in purchase order master,2026-05-10,V-1037,Hindustan Polymers,PO/2026/9095,CP-137,Nos,4,147027.78,588111.12,18,105860.0,693971.12,True,False,False,False,False,False,False,1
NEW/2026/047,CLEAN,All checks passed,2026-06-21,V-1007,National Engineering Works Pvt Ltd,PO/2026/1658,GV-135,Nos,79,13440.99,1061838.21,18,191130.88,1252969.09,False,False,False,False,False,False,False,0
JEW/2026/160,CLEAN,All checks passed,2026-02-01,V-1023,Jyoti Engineering Works,PO/2026/1532,SP-109,Nos,20,4119.77,82395.4,18,14831.17,97226.57,False,False,False,False,False,False,False,0
HM&/2026/145,CLEAN,All checks passed,2026-08-28,V-1025,Hindustan Metals & Co,PO/2026/1492,SP-105,Nos,50,6443.42,322171.0,18,57990.78,380161.78,False,False,False,False,False,False,False,0
HM&/2026/146,CLEAN,All checks passed,2026-04-12,V-1025,Hindustan Metals & Co,PO/2026/1653,CP-114,Nos,14,101725.7,1424159.8,18,256348.76,1680508.56,False,False,False,False,False,False,False,0
INV-KF-0208,CLEAN,All checks passed,2025-08-24,V-1030,Krishna Forgings,PO/2026/1427,BV-115,Nos,33,11173.52,368726.16,18,66370.71,435096.87,False,False,False,False,False,False,False,0
DPP/2026/234,CLEAN,All checks passed,2025-09-25,FTV-1050,Deccan Polymers Pvt Ltd,PO/2026/1594,CP-105,Nos,15,107988.66,1619829.9,18,291569.38,1911399.28,False,False,False,False,False,False,False,0
